,Tokens,Tagged Sentence
1338,"['``', 'Toussidé', ""''"", 'translates', 'as', '``', 'Which', 'killed', 'the', 'local', 'people', '(', 'Tou', ')', 'with', 'fire', ""''"", '.']","['O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1339,"['The', 'majestic', 'Monte', 'Antelao', '(', '3,264', 'm', ')', 'oversees', 'the', 'region', '.']","['O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1340,"['Cortina', ""D'Ampezzo"", 'is', 'about', '42', 'km', 'away', ',', 'San', 'Vito', 'di', 'Cadore', ',', 'a', 'lovely', 'place', 'with', 'the', 'second', 'highest', 'peaks', 'of', 'the', 'Dolomites', 'ANTELAO', '(', '3,264', 'm', ')', 'is', '31', 'km', 'away', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1341,"['It', 'is', 'home', 'to', 'the', 'Tre', 'Cime', 'di', 'Lavaredo', ',', 'Mount', 'Antelao', ',', 'and', 'Lake', 'Misurina', ""'s"", 'beautiful', 'scenery', '.']","['O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1342,"['The', 'sheep', 'wake', 'up', 'slowly', 'under', 'the', 'first', 'rays', 'of', 'the', 'sun', 'that', 'light', 'up', 'the', 'mountain', 'pastures', ',', 'overhung', 'by', 'Mont', 'Pelve', '(', '3261m', 'high', ',', 'on', 'the', 'left', ')', 'and', 'La', 'Roche', 'Ferran', '(', 'on', 'its', 'right', ')', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1343,"['This', 'glacier', 'is', 'on', 'Mount', 'Stanley', 'in', 'the', 'Banff', 'National', 'Park', '.']","['O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O']"
1344,"['Also', 'includes', 'the', 'Jemez', 'Canyon', 'and', 'Sandia', 'Crest', 'in', 'LOD15', '-', '1.1m/pixel', '(', 'HD', ')', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1345,"['Among', 'all', 'the', 'mountains', ',', 'Mount', 'Everest', 'is', 'the', 'hugest', 'in', 'the', 'world', '.']","['O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1346,"['Mount', 'Everest', 'is', 'known', 'for', 'having', 'the', 'snowiest', 'peaks', 'in', 'the', 'entire', 'world', '.']","['B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1347,"['Beautiful', 'view', 'direction', 'Lenk', 'and', 'onto', 'the', 'Wildstrubel', 'mountain', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O']"
1348,"['The', 'apartment', 'has', 'a', 'balcony', 'with', 'a', 'beautiful', 'view', 'of', 'the', 'mountain', 'Wildstrubel', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O']"
1349,"['And', 'to', 'the', 'south-east', ',', 'the', 'snowy', 'peak', 'of', 'the', 'Wildstrubel', 'towers', 'up', 'into', 'the', 'sky', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O']"
1350,"['10', 'minutes', 'from', 'Kidron', '&', 'Mount', 'Hope', '!']","['O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O']"
1351,"['He', 'was', 'buried', 'with', 'his', 'wife', 'in', 'Mount', 'Hope', 'Cemetery', ',', 'Urbana', ',', 'Illinois', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O']"
1352,"['Despite', 'all', 'the', 'comfort', 'and', 'performance', 'features', ',', 'the', 'Mount', 'Hope', 'Mid', 'Fabric', 'with', 'Leather', 'boot', 'is', 'by', 'no', 'means', 'a', 'dull', 'piece', 'of', 'footwear', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1353,"['In', 'the', 'immediate', 'vicinity', 'of', 'the', 'Titlis', 'cable', 'car', 'station', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O']"
1354,"['The', 'large', 'living', 'and', 'dining', 'area', 'with', 'open', 'kitchen', 'has', 'a', 'balcony', 'adjacent', 'to', 'facing', 'the', 'Titlis', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O']"
1355,"['From', 'the', 'living', 'room', 'and', 'balcony', ',', 'you', 'have', 'a', 'terrific', 'view', 'of', 'Mount', 'Titlis', 'and', 'surrounding', 'mountains', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O']"
1356,"['The', 'dormant', 'volcano', 'Mount', 'Terror', 'on', 'Ross', 'Island', 'was', 'named', 'after', 'the', 'ship', 'by', 'the', 'expedition', 'commander', '.']","['O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1357,"['Mount', 'Terror', '-', 'From', 'the', 'west', 'entrance', 'of', 'the', 'mountain', '(', 'the', 'one', 'taken', 'to', 'go', 'on', 'the', 'Crystal', 'Temple', ',', 'after', 'the', 'maze', 'in', 'the', 'dark', ')', ',', 'use', 'the', 'Cane', 'of', 'Somaria', 'to', 'the', 'first', 'room', 'to', 'go', 'to', 'the', 'right', '.']","['B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1358,"['His', 'expedition', 'sailed', 'eastward', 'along', 'the', 'southern', 'Antarctic', 'coast', 'discovering', 'mountains', 'which', 'were', 'since', 'named', 'after', 'his', 'ships', ':', 'Mount', 'Erebus', ',', 'the', 'most', 'active', 'volcano', 'on', 'Antarctica', ',', 'and', 'Mount', 'Terror', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O']"
1359,"['Les', 'célèbres', 'couloir', 'de', 'la', 'face', 'nord', 'de', 'Bellecôte', 'et', 'de', ""l'Aiguille"", 'Rouge']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O']"
1360,"['Holiday', 'houses', '&', 'apartments', 'in', 'the', 'ski', 'area', 'Monte', 'Civetta', '(', 'Italy', ')', '|']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O']"
1361,"['Its', 'highest', 'peak', 'is', 'Monte', 'Civetta', ',', 'at', '3220', 'meters', 'above', 'the', 'sea', 'level', '.']","['O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1362,"['for', '1', 'week', 'Details', 'Selva', 'di', 'Cadore', ',', 'Dolomiti', 'Superski', '(', 'Monte', 'Civetta', 'in', 'the', 'Dolomites', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O']"
1363,"['Mount', 'Garibaldi', 'and', 'Glacier', 'Peak', 'are', 'the', 'only', 'two', 'Cascade', 'volcanoes', 'that', 'are', 'made', 'exclusively', 'of', 'dacite', '.']","['B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1364,"['While', 'volcanoes', 'like', 'Mt', 'St.', 'Helens', 'and', 'Rainier', 'are', 'heavily', 'wired', 'with', 'sensors', ',', 'there', 'is', 'but', 'one', 'lone', 'seismometer', 'on', 'the', 'west', 'flank', 'of', 'Glacier', 'Peak', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O']"
1365,"['This', 'is', 'the', 'first', 'report', 'of', 'Glacier', 'Peak', 'A', 'and', 'D', 'tephras', 'in', 'British', 'Columbia', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1366,"['Les', 'glaciers', 'étincelants', 'du', 'Grand', 'Bec', ',', 'du', 'Dôme', 'de', 'Polset', ',', 'de', 'la', 'pointe', 'du', 'Dard', 'accueillent', 'vos', 'pas', ""jusqu'au"", 'sommet', '.']","['O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O']"
1367,"['Du', 'grand', 'ski', 'de', 'printemps', 'cette', 'semaine', 'autour', 'de', 'la', 'Méan', 'Martin', ',', 'du', 'dôme', 'de', 'Gefret', ',', 'de', 'la', 'pointe', 'de', 'Réchasse', 'et', 'du', 'col', 'de', 'la', 'Grande', 'Casse', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O']"
1368,"['The', 'glacier', 'is', 'situated', 'in', 'the', 'Cascade', 'Range', 'on', 'the', 'east', 'and', 'northeast', 'slopes', 'of', 'Mount', 'Jefferson', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O']"
1369,"['Upon', 'reaching', 'the', 'summit', 'hikers', 'can', 'view', 'Mount', 'Jefferson', ',', 'Grandfather', 'Mountain', ',', 'Mount', 'Mitchell', ',', 'and', 'various', 'peaks', 'in', 'Tennessee', 'and', 'Virginia', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1370,"['These', 'include', 'Mount', 'Baker', ',', 'Glacier', 'Peak', ',', 'Mount', 'Rainier', ',', 'Mount', 'St.', 'Helens', ',', 'and', 'Mount', 'Adams', 'in', 'Washington', 'State', ';', 'and', 'Mount', 'Hood', ',', 'Mount', 'Jefferson', ',', 'Three', 'Sisters', ',', 'Newberry', ',', 'and', 'Crater', 'Lake', 'in', 'Oregon', '.']","['O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1371,"['At', '10,497', 'feet', '(', '3,199', 'm', ')', ',', 'Mount', 'Jefferson', 'is', 'the', 'second', 'tallest', 'mountain', 'in', 'Oregon', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1372,"['The', 'two', 'Series', '8', 'train', 'sets', 'are', 'named', 'Mount', 'Bachelor', 'and', 'Mount', 'Jefferson', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O']"
1373,"['Best', 'Trails', 'in', 'Mount', 'Jefferson', 'Wilderness']","['O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O']"
1374,"['Mount', 'Nōtori', '(', '農鳥岳', ',', 'Nōtori-dake', ')', ',', 'or', 'Nōtoridake', ',', 'is', 'one', 'of', 'the', 'major', 'peaks', 'in', 'the', 'Akaishi', 'Mountains', ',', 'along', 'with', 'Mount', 'Kita', 'and', 'Mount', 'Aino', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O']"
1375,"['Mount', 'Kita', 'Okusenjō', '(', '北奥千丈岳', ',', 'Kita', 'Okusenjō-dake', ')', 'is', 'the', 'highest', 'at', '2601m', '.']","['B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1376,"['The', 'main', 'mountains', 'of', 'the', 'Akaishi', 'Mountains', 'are', 'Mount', 'Kita', ',', 'Mount', 'Aino', 'and', 'Mount', 'Nōtori', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1377,"['Kamikōchi', 'is', 'bordered', 'on', 'its', 'northern', 'end', 'by', 'Mount', 'Hotaka', ',', 'and', 'on', 'its', 'southern', 'end', 'by', 'Mount', 'Yake', ',', 'an', 'active', 'volcano', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1378,"['Kamikōchi', '(', 'Kamikōchi', 'is', 'the', 'main', 'entrance', 'to', 'Yarigatake', ',', 'many', 'of', 'the', 'Mount', 'Hotaka', 'summits', 'and', 'also', 'summits', 'on', 'the', 'East', 'side', 'of', 'the', 'valley', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1379,"['Mount', 'Cleveland', 'is', 'the', 'highest', 'mountain', 'in', 'Glacier', 'National', 'Park', ',', 'located', 'in', 'Montana', ',', 'United', 'States', '.']","['B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1380,"['Volcanic', 'gases', 'rise', 'from', 'the', 'crater', 'of', 'Mount', 'Cleveland', ',', 'with', 'the', 'snowy', 'peaks', 'of', 'Tana', 'Volcano', 'in', 'the', 'background', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1381,"['Most', 'recently', ',', 'Mount', 'Cleveland', 'erupted', 'three', 'times', 'in', '2009', ',', 'twice', 'in', '2010', ',', 'and', 'once', 'in', '2011', '.']","['O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1382,"['In', 'case', 'of', 'emergency', ',', 'there', 'are', 'about', '4', 'to', '5', 'places', 'between', 'Ainodake', 'and', 'the', 'Gendarme', 'were', 'you', 'can', 'bivouac', '.', 'Useful', 'Information']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1383,"['The', 'most', 'recent', 'volcano', 'to', 'erupt', 'in', 'California', ',', 'Lassen', 'Peak', ',', 'sits', 'in', 'the', 'middle', 'of', 'a', 'region', 'ready', 'to', 'blow', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1384,"['Climbing', 'Lassen', 'Peak', 'is', 'very', 'interesting', 'as', 'it', 'allows', 'to', 'discover', 'great', 'landscapes', 'and', 'some', 'geological', 'features', 'of', 'the', 'volcano', '.']","['O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1385,"['Lassen', 'Peak', ',', 'Mount', 'Shasta', ',', 'Lake', 'Oroville', 'and', 'Bidwell', 'Park', 'are', 'all', 'close', 'by', 'and', 'contain', 'some', 'of', 'the', 'best', 'outdoor', 'recreational', 'spots', 'around', '.']","['B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1386,"['The', 'author', 'discussed', 'her', 'nonfictional', 'experiences', 'while', 'climbing', 'Mount', 'Everest', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O']"
1387,"['He', 'was', 'considered', 'a', 'groundbreaker', 'after', 'successfully', 'climbing', 'Mount', 'Everest', 'solo', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O']"
1388,"['Mount', 'Everest', 'is', 'the', 'granddaddy', 'of', 'all', 'mountains', ',', 'reaching', 'heights', 'beyond', 'imagination', '.']","['B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1389,"['Mount', 'Kinyeti', 'in', 'the', 'southern', 'border', 'is', 'the', 'highest', 'peak', 'in', 'South', 'Sudan', ',', 'with', 'an', 'altitude', 'of', '3,187m', '.']","['B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1390,"['In', '1922', 'he', 'made', 'the', 'first', 'winter', 'ascent', 'of', 'Mount', 'Yari', '(', '3,180', 'metres', '(', '10,430', 'ft', ')', ')', 'in', 'Japan', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1391,"['There', 'is', 'one', 'known', 'example', 'of', 'a', 'Colorado', 'pinyon', 'growing', 'amongst', 'Engelmann', 'spruce', '(', 'Picea', 'engelmannii', ')', 'and', 'limber', 'pine', '(', 'Pinus', 'flexilis', ')', 'at', 'nearly', '3,170', 'metres', '(', '10,400', 'ft', ')', 'on', 'Kendrick', 'Peak', 'in', 'the', 'Kaibab', 'National', 'Forest', 'of', 'northern', 'Arizona', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1392,"['There', 'is', 'one', 'known', 'example', 'of', 'a', 'Colorado', 'pinyon', 'growing', 'amongst', 'Engelmann', 'spruce', '(', 'Picea', 'engelmannii', ')', 'and', 'limber', 'pine', '(', 'Pinus', 'flexilis', ')', 'at', 'nearly', '3,170', 'metres', '(', '10,400', 'ft', ')', 'on', 'Kendrick', 'Peak', 'in', 'the', 'Kaibab', 'National', 'Forest', 'of', 'northern', 'Arizona', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1393,"['On', 'his', 'way', 'from', 'heaven', 'to', 'hell', ',', 'Lucifer', '(', 'a', 'devilishly', 'convincing', 'Gabino', 'Rodriguez', ')', 'passes', 'through', 'a', 'Mexican', 'village', 'in', 'the', 'vicinity', 'of', 'the', 'world', ""'s"", 'youngest', 'volcano', ',', 'Parícutin', '(', 'conveniently', 'offering', 'numerous', 'religious', 'references', ')', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1394,"['The', 'Parícutin', 'Volcano', 'was', 'most', 'active', 'in', 'its', 'first', 'year', '.']","['O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1395,"['Parícutin', 'is', 'very', 'famous', 'in', 'volcanology', 'because', 'it', 'was', 'the', 'first', 'volcano', 'researchers', 'could', 'track', 'for', 'its', 'entire', 'life', 'between', '1943', 'and', '1952', '.', 'Source', ':', 'Newsweek', '.']","['B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1396,"['Table', '4', 'Registrations', 'under', 'the', 'Special', 'Voting', 'Rules', 'Categories', 'of', 'electors', 'asking', 'to', 'vote', 'under', 'the', 'Special', 'Voting', 'Rules', 'Number', 'of', 'ballots', 'requested', 'Hull-', 'Aylmer', 'Mount', 'Royal', 'Saskatoon-', 'Rosetown-', 'Biggar', 'York', 'West', 'Group', '11']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1397,"['The', 'others', 'were', 'held', 'on', 'November', '15', ',', '1999', ',', 'in', 'Hull-Aylmer', ',', 'Mount', 'Royal', ',', 'Saskatoon-Rosetown-Biggar', ',', 'and', 'York', 'West', ',', 'at', 'an', 'estimated', 'cost', 'of', '$', '1.5', 'million', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1398,"['The', 'constituents', 'of', 'Hull-Aylmer', ',', 'Mount', 'Royal', ',', 'Saskatoon-Rosetown-Biggar', 'and', 'York', 'West', 'will', 'vote', 'in', 'a', 'by-election', 'on', 'November', '15', ',', '1999']","['O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1399,"['The', 'researchers', 'said', 'this', 'could', 'be', 'the', 'case', 'for', 'other', 'volcanoes', 'than', 'Mount', 'Hood', ',', 'including', 'South', 'Sister', ',', 'just', 'west', 'of', 'Bend', ',', 'and', 'Mount', 'Pinatubo', 'in', 'the', 'Philippines', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O']"
1400,"['From', 'St', 'Marys', ',', 'you', 'can', 'climb', 'to', 'the', 'top', 'of', 'St', 'Patrick', ""'s"", 'Head', 'or', 'the', 'more', 'accessible', 'summit', 'of', 'South', 'Sister', 'Peak', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O']"
1401,"['Nu', ':', 'mber', '5', 'is', 'South', 'Sister', '-', 'one', 'of', 'the', 'Three', 'Sisters', '-', 'in', 'Oregon', '(', 'last', 'eruption', 'in', '440', ')', 'with', 'a', 'threat', 'score', 'of', '194', '.']","['O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
